Source,lake,type,state_country,drainage_area_km2,surface_area_km2,mean_depth_m,Inflow_rate_Q_m3s-1,retention_time_years,TP_lake,TN_lake,N_P_assay,N_P_limitation,TP_load_kgyr-1,TN_load_kgyr-1,TP_out_kgyr-1,TN_out_kgyr-1,Rp,Rn,Notes
EPA 474,Superior Bay,natural,Minnesota,10828.5,14.7,3.8,82.6,0.022,0.079,,,N and P,353052,4202286,144259,2890381,0.59,0.31,
EPA 474,Swan Lake,natural,Minnesota,293.5,10.6,12.1,1.7,2.400,0.013,,P and N,P,4975,81075,1052,33565,0.79,0.59,
EPA 474,Trout Lake,natural,Minnesota,42.0,7.7,15.2,0.2,17.400,0.050,,N,N,2503,21551,200,6168,0.92,0.71,
EPA 474,Powder Mill Pond,impoundment,New Hampshire,373.0,1.5,2.5,6.7,0.018,0.033,,N and P,N,4685,90657,4413,88417,0.06,0.02,
EPA 474,Winnipesaukkee Lake,natural,New Hampshire,940.2,180.4,13.1,18.2,4.000,0.006,,P,P,22317,487256,5179,135778,0.77,0.72,
EPA 474,Glen Lake,impoundment,New Hampshire,523.2,0.6,3.4,8.3,0.008,0.028,,P,P,8023,160694,5469,115370,0.32,0.28,
EPA 474,Kelly Falls Pond,impoundment,New Hampshire,564.6,0.5,2.3,8.9,0.004,0.024,,N and P,N,15020,152780,10122,178862,0.33,-0.17,
EPA 474,Canadiagua,natural,New York,476.6,43.0,39.0,3.6,15.000,0.009,,P,P,6041,158825,2100,79166,0.65,0.50,
EPA 474,Cannonsville Reservoir,impoundment,New York,1175.9,19.4,19.2,20.6,0.575,0.046,,,P,82780,851211,24218,650989,0.71,0.24,
EPA 474,Carry Falls Reservoir,natural,New York,2261.1,26.1,5.4,42.9,0.104,0.010,,P,P,18639,1192683,13456,1376843,0.28,-0.15,
EPA 474,Cayuga Lake,natural,New York,2033.2,172.0,54.6,26.4,11.200,0.014,,P,P,84086,1374715,40399,1069310,0.52,0.22,
EPA 474,Chautauqua,natural,New York,489.5,57.2,6.9,9.2,1.400,0.028,,N,N,15574,306222,18150,344422,-0.17,-0.12,
EPA 474,Cross Lake,natural,New York,8031.6,8.8,5.5,85.4,0.019,0.076,,N,P,295220,4429436,228376,3967274,0.23,0.10,
EPA 474,Keuka Lake,natural,New York,471.4,47.4,22.6,4.3,7.800,0.008,,,P,4939,207524,2345,104576,0.53,0.50,
EPA 474,Sacandaga Reservoir,natural,New York,2704.0,122.0,7.6,64.7,0.455,0.009,,,P,21873,1690196,16077,1741714,0.26,-0.03,
EPA 474,Saratoga Lake,natural,New York,632.0,16.3,7.9,10.0,0.411,0.025,,P and N,P,26086,358431,12168,276367,0.53,0.23,
EPA 474,Schroon,natural,New York,1118.9,16.7,14.3,18.1,0.419,0.004,,P,P,6540,614481,14644,732626,-1.24,-0.19,
EPA 474,Seneca Lake,natural,New York,1823.4,175.4,88.7,14.6,33.700,0.010,,P,P,67002,1010843,13424,520168,0.80,0.49,
EPA 474,Swinging Bridge Reservoir,impoundment,New York,382.5,3.5,13.4,5.9,0.252,0.057,,,"N, P, co",24540,349610,10181,278957,0.59,0.20,
EPA 474,Conesus,natural,New York,180.5,12.9,8.9,2.2,1.700,0.020,,,N and P,4925,133419,2109,73741,0.57,0.45,
EPA 474,Lower St. Regis ,natural,New York,54.9,1.9,5.1,1.0,0.301,0.017,,,P,762,33823,680,26558,0.11,0.21,
EPA 474,Slatersville Reservoir,impoundment,Rhode Island,232.3,0.8,2.4,4.4,0.014,0.032,,P,P,4698,90426,3914,88862,0.17,0.02,
EPA 474,Turner Reservoir,impoundment,Rhode Island,138.6,0.5,1.5,2.6,0.009,0.850,,N,N,80512,222109,53451,214889,0.34,0.03,
EPA 474,Lake Champlain,natural,Vermont,21186.2,1130.0,19.4,313.0,2.600,0.018,0.125,P,P,571666,13119455,296018,9837656,0.48,0.25,
EPA 474,Clyde Pond,impoundment,Vermont,362.6,0.6,3.4,6.0,0.010,0.021,,P,P,4712,160834,3995,174549,0.15,-0.09,
EPA 474,Harriman Reservoir,impoundment,Vermont,486.4,8.8,10.4,13.6,0.214,0.009,,P,P,7791,374816,6444,311474,0.17,0.17,
EPA 474,Lake Lamoille,impoundment,Vermont,694.1,0.6,1.7,12.4,0.003,0.018,,P,P,15605,319052,12422,302526,0.20,0.05,
EPA 474,Arrowhead Mountain Lake,impoundment,Vermont,1815.6,3.3,3.1,34.4,0.010,0.015,,P,P,37628,1093965,27433,1123737,0.27,-0.03,
EPA 474,Waterbury Reservoir,impoundment,Vermont,290.1,3.6,12.7,6.4,0.227,0.007,,P,P,4825,173134,3678,156073,0.24,0.10,
EPA 474,Altoona Lake,natural,Wisconsin,2108.3,3.4,2.1,16.1,0.014,0.092,,N,N,67655,737528,73066,839556,-0.08,-0.14,
EPA 474,Lake Butte Des Morts,natural,Wisconsin,14452.2,35.8,1.8,117.0,0.016,0.076,,N,N,344562,6495353,367923,6532490,-0.07,-0.01,
EPA 474,Butternut Lake,natural,Wisconsin,118.6,4.1,4.3,1.4,0.400,0.073,,N,N,2603,55968,2512,53478,0.03,0.04,
EPA 474,Delavan Lake,natural,Wisconsin,105.2,7.2,7.6,0.6,2.800,0.141,,N,N,8009,60159,3587,56594,0.55,0.06,
EPA 474,Eau Claire Lake,impoundment,Wisconsin,1541.1,4.5,2.3,12.3,0.027,0.089,,N,P,40884,542240,41760,511896,-0.02,0.06,
EPA 474,Green Lake,natural,Wisconsin,303.0,29.7,31.7,1.4,21.000,0.028,,N,N,7424,170712,4041,47782,0.46,0.72,
EPA 474,Kegonsa Lake,natural,Wisconsin,994.6,11.0,5.2,4.9,0.373,0.115,,N,N,20376,307034,19710,211166,0.03,0.31,
EPA 474,Koshkonong Lake,impoundment,Wisconsin,6475.0,42.4,1.6,33.8,0.066,0.361,,N,N,418485,3055815,330517,2796993,0.21,0.08,
EPA 474,Nagawicka Lake,natural,Wisconsin,115.5,4.2,9.9,0.9,1.500,0.124,,N,N,5515,100113,2381,42581,0.57,0.57,
EPA 474,Lake Poygan,natural,Wisconsin,10101.0,44.5,2.1,84.2,0.036,0.074,,N,N,246880,4191049,239152,4203310,0.03,0.00,
EPA 474,Shawano Lake,natural,Wisconsin,194.0,24.9,3.2,1.7,1.500,0.020,,P,P,1810,79728,1388,58912,0.23,0.26,
EPA 474,Sinissippi Lake,impoundment,Wisconsin,986.8,9.3,1.4,4.6,0.090,0.404,,,N,59134,577515,58449,578966,0.01,0.00,
EPA 474,Swan Lake,natural,Wisconsin,175.1,1.6,9.7,1.0,0.488,0.141,,N,N,4567,64853,5397,57478,-0.18,0.11,
EPA 474,Tainter Lake,natural,Wisconsin,4351.2,6.9,4.1,32.0,0.027,0.111,,N and P,N,139002,1583149,121655,1573650,0.12,0.01,
EPA 474,Townline Lake,natural,Wisconsin,12.2,0.6,3.8,0.1,0.693,0.078,,N,N,848,5714,404,5188,0.52,0.09,
EPA 474,Wapogasset Lake,natural,Wisconsin,256.7,4.8,5.3,1.5,0.532,0.043,,N and co,N,3415,53193,1941,52993,0.43,0.00,
EPA 474,Wausau Lake,impoundment,Wisconsin,10360.0,7.8,2.2,100.4,0.005,0.059,,N and P,N,220458,3566619,360168,4499877,-0.63,-0.26,
EPA 474,Lake Winnebago,natural,Wisconsin,15617.7,557.3,4.0,122.3,0.575,0.116,,N,N,521524,8370405,543497,6918975,-0.04,0.17,
EPA 474,Wisconsin Lake,impoundment,Wisconsin,23180.5,36.0,1.8,207.1,0.011,0.058,,N and P,N,547868,9063361,519732,9650344,0.05,-0.06,
EPA 474,Lake Wissota,impoundment,Wisconsin,14374.5,22.0,8.8,133.1,0.047,0.043,,N,N,194771,5605733,164925,4106444,0.15,0.27,
EPA 474,Tichigan Lake,natural,Wisconsin,922.0,4.6,1.9,5.4,0.052,0.269,,N,N,94036,418290,54735,379075,0.42,0.09,
EPA 474,Rock Lake,natural,Wisconsin,36.5,4.7,5.6,0.2,3.600,0.013,,N,N,222,12204,163,8376,0.27,0.31,
EPA 474,Big Eau Pleine Reservoir,impoundment,Wisconsin,945.4,27.6,4.8,9.7,0.433,0.071,,N,P,41116,605365,31329,659968,0.24,-0.09,
EPA 474,Rome Pond,natural,Wisconsin,310.8,1.8,0.6,2.2,0.016,0.102,,,N,6068,141914,7247,133646,-0.19,0.06,
EPA 474,Grand Lake,natural,Wisconsin,253.3,1.0,1.2,1.2,0.030,0.190,,P,P,8118,167143,6839,168435,0.16,-0.01,
EPA 474,Willow Reservoir,impoundment,Wisconsin,846.9,20.8,4.6,9.2,0.326,0.029,,N,N,9669,210082,8717,233565,0.10,-0.11,
